case_no,applicant_citizenship,visa_type,employer_name,job_city,job_state,wages,applicant_highest_education,major_study,decision_date,case_status
A-16047-73582,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,119350,Master's,COMPUTER SCIENCE,6/17/2016,Certified
A-16046-73149,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,119350,Bachelor's,INFORMATION TECHNOLOGY,6/17/2016,Certified
A-16046-73182,CANADA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Irvine,CA,63960,Other,ANIMATION,6/17/2016,Certified
A-16043-72395,SOUTH KOREA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,130562,Doctorate,ELECTRICAL AND COMPUTER ENGINEERING,6/20/2016,Certified
A-16060-78058,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,120349,Bachelor's,COMPUTER ENGINEERING,6/22/2016,Certified
A-16062-79119,HUNGARY,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,120349,Bachelor's,COMPUTER ENGINEERING,6/22/2016,Certified
A-16059-77839,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",San Luis Obispo,CA,90542,Bachelor's,COMPUTER ENGINEERING,6/22/2016,Certified
A-16020-62873,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,127213,Master's,MECHANICAL ENGINEERING,6/23/2016,Certified
A-16076-85259,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,120349,Master's,COMPUTER SCIENCE,7/5/2016,Certified
A-16071-83338,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,120349,Master's,ELECTRICAL ENGINEERING,7/11/2016,Certified
A-16071-83229,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Master's,TELECOMMUNICATIONS,7/11/2016,Certified
A-16072-83649,CANADA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,93995,Master's,MECHANICAL ENGINEERING,7/12/2016,Certified
A-16086-89595,CANADA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,142814,Bachelor's,PRODUCTION ENGINEERING,7/14/2016,Certified
A-16088-90002,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Bachelor's,ELECTRONIC ENGINEERING,7/14/2016,Certified
A-16090-90810,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,120349,Bachelor's,ELECTRONIC ENGINEERING,7/15/2016,Certified
A-16091-91347,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Master's,MECHANICAL ENGINEERING,7/15/2016,Certified
A-16091-91356,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Master's,ELECTRICAL ENGINEERING,7/15/2016,Certified
A-16091-91387,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,120349,Master's,ELECTRICAL ENGINEERING,7/18/2016,Certified
A-16110-99163,CHINA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",San Francisco,CA,96866,Master's,COMPUTER AND INFORMATION SCIENCE,7/22/2016,Certified
A-16075-84451,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Bachelor's,COMPUTER ENGINEERING,8/1/2016,Certified
A-16071-83287,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Bachelor's,COMPUTER ENGINEERING,8/1/2016,Certified
A-16081-87149,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,92290,Bachelor's,ELECTRONIC ENGINEERING,8/3/2016,Certified
A-16093-92182,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,152131,Bachelor's,ELECTRICAL ENGINEERING,8/3/2016,Certified
A-16109-98364,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Irvine,CA,98634,Master's,COMPUTER SCIENCE,8/5/2016,Certified
A-16124-04862,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Irvine,CA,98634,Master's,COMPUTER SCIENCE,8/23/2016,Certified
A-16109-98343,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,118830,Master's,COMPUTER SCIENCE AND ENGINEERING,9/15/2016,Certified
A-16124-05015,CHINA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Irvine,CA,98634,Master's,COMPUTER SCIENCE,9/19/2016,Certified
A-16147-14766,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Irvine,CA,114192,Bachelor's,ELECTRONIC ENGINEERING,9/20/2016,Certified
A-16147-14891,CHINA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Sunnyvale,CA,99916,Master's,ELECTRICAL ENGINEERING,9/22/2016,Certified
A-16154-17252,INDIA,H-1B,"A2Z DEVELOPMENT CENTER, INC.",Irvine,CA,86674,Master's,COMPUTER SCIENCE,9/27/2016,Certified
A-16034-68640,INDIA,H-1B,"A2Z, INC.",Columbia,MD,117707,Bachelor's,ENGINEERING (MECH.) + POST GRAD DIPLOMA SOFTWARE APP. ENG.,6/30/2016,Certified
A-16010-59308,INDIA,H-1B,"A9.COM, INC.",Palo Alto,CA,164382,Master's,ELECTRICAL ENGINEERING AND COMPUTER SCIENCE,5/27/2016,Certified
A-15160-84324,INDIA,H-1B,"A9.COM, INC.",Palo Alto,CA,132038,Master's,COMPUTER SCIENCE AND ENGINEERING,6/3/2016,Certified
A-16046-73185,INDIA,H-1B,"A9.COM, INC.",Palo Alto,CA,119350,Master's,ELECTRICAL AND COMPUTER ENGINEERING,6/30/2016,Certified
A-16046-73190,INDIA,H-1B,"A9.COM, INC.",Palo Alto,CA,138403,Master's,COMPUTER SCIENCE,6/30/2016,Certified
A-16081-86789,INDIA,H-1B,"A9.COM, INC.",Palo Alto,CA,120349,Master's,COMPUTER ENGINEERING,7/13/2016,Certified
A-16081-86912,ITALY,H-1B,"A9.COM, INC.",Palo Alto,CA,157477,Master's,COMPUTER SCIENCE,9/21/2016,Certified
A-16081-86798,INDIA,H-1B,"A9.COM, INC.",Palo Alto,CA,120349,Master's,INFORMATION NETWORKING,9/22/2016,Certified
A-15296-31800,CHINA,H-1B,"AA Meat Products, Inc.",Commerce,CA,47445,Bachelor's,ACCOUNTING,9/16/2016,Certified
A-16267-55551,UNITED STATES OF AMERICA,H-1B,"AA Metals, Inc",Orlando,FL,52790,Bachelor's,BACHELOR OF SCIENCE IN BUSINESS,9/23/2016,Withdrawn
A-16256-51595,CHINA,H-1B,"AA Metals, Inc",Orlando,FL,52790,Bachelor's,BACHELOR OF SCIENCE IN BUSINESS,9/23/2016,Withdrawn
A-16159-18573,INDIA,H-1B,AAJ Computer Services Inc,Fort Lauderdale,FL,110282,Master's,INFORMATION SYSTEMS MANAGEMENT,9/20/2016,Certified
A-16139-11704,INDIA,H-1B,AARDVARK TRADING LLC,Chicago,IL,70138,Master's,FINANCE,8/1/2016,Certified
A-16140-12288,CHINA,H-1B,AARDVARK TRADING LLC,Chicago,IL,68931,Master's,BIOINFORMATICS,8/1/2016,Certified
A-16118-02509,NIGERIA,H-1B,AARDVARK TRADING LLC,Chicago,IL,70138,Master's,FINANCE,8/19/2016,Certified
A-16252-50819,INDIA,H-1B,"AARKI, INC.",Mountain View,CA,120349,Master's,COMPUTER SCIENCE,9/19/2016,Withdrawn
A-16055-76584,NEPAL,H-1B,"AB CONSULTANTS, INC",Lanham,MD,77397,Master's,CIVIL ENGINEERING,6/15/2016,Certified
A-16147-15211,INDIA,H-1B,"AB OVO, INC.",Santa Clara,CA,127837,Bachelor's,MANAGEMENT INFORMATION SYSTEMS,8/1/2016,Certified
A-16130-07339,INDIA,H-1B,"AB OVO, INC.",Santa Clara,CA,164382,Bachelor's,MECHANICAL ENGINEERING,8/4/2016,Certified
A-16046-73179,SWITZERLAND,H-1B,AB Sciex,Framingham,MA,188136,Doctorate,CHEMISTRY,6/20/2016,Certified
A-16022-64276,INDIA,H-1B,AB Technologies Inc,Libertyville,IL,97115,Master's,HUMAN RESOURCE MANAGEMENT,6/2/2016,Certified
A-15310-36699,INDIA,H-1B,"ABAL TECHNOLOGIES, INC",Hamilton,NJ,111259,Master's,COMPUTER APPLICATIONS,6/8/2016,Certified
A-15316-38617,INDIA,H-1B,"ABAL TECHNOLOGIES, INC",Hamilton,NJ,111259,Bachelor's,COMPUTER SCIENCE & ENGINEERING,6/21/2016,Certified
A-16013-60488,INDIA,H-1B,ABB Enterprise Software Inc.,Sugarland,TX,93028,Bachelor's,COMPUTER ENGINEERING,7/6/2016,Certified
A-16057-77331,INDIA,H-1B,ABB Enterprise Software Inc.,Sugar Land,TX,78850,Master's,ELECTRICAL ENGINEERING,7/11/2016,Certified
A-16096-92981,INDIA,H-1B,ABB Enterprise Software Inc.,Boulder,CO,92568,Other,COMPUTER SCIENCE,9/14/2016,Certified
A-16025-64666,INDIA,H-1B,ABB INC.,Raleigh,NC,83699,Master's,POWER AND ENERGY SYSTEMS ENGINEERING,5/27/2016,Certified
A-16008-59006,SOUTH KOREA,H-1B,ABB INC.,Houston,TX,77605,Bachelor's,MECHANICAL ENGINEERING,7/6/2016,Certified
A-16117-01879,INDIA,H-1B,ABB INC.,Sugarland,TX,82618,Master's,COMPUTER SCIENCE,9/14/2016,Certified
A-16166-21685,INDIA,H-1B,ABB INC.,South Boston,VA,92206,Bachelor's,ELECTRONIC ENGINEERING,9/20/2016,Certified
A-15282-26779,INDIA,H-1B,ABBOTT LABORATORIES,Irving,TX,115794,Master's,ENGINEERING (COMPUTER INTEGRATED MANUFACTURING),5/27/2016,Certified
A-15282-26848,INDIA,H-1B,ABBOTT LABORATORIES,Santa Clara,CA,100589,Master's,BIOMEDICAL ENGINEERING,5/27/2016,Certified
A-15294-30645,SINGAPORE,H-1B,ABBOTT LABORATORIES,Irving,TX,91998,Master's,BUSINESS ADMINISTRATION,5/27/2016,Certified
A-16021-63514,INDIA,H-1B,ABBOTT LABORATORIES,Fairfield,CA,76939,Master's,INDUSTRIAL ENGINEERING,6/1/2016,Certified
A-15355-53234,INDIA,H-1B,ABBOTT LABORATORIES,Abbott Park,IL,158579,Master's,COMPUTER SCIENCE,7/14/2016,Certified
A-15315-38284,INDIA,H-1B,ABBOTT LABORATORIES,Sunnyvale,CA,127312,Master's,MEDICAL DEVICE AND DIAGNOSTIC ENGINEERING,7/14/2016,Certified
A-15335-44812,INDIA,H-1B,ABBOTT LABORATORIES,Alameda,CA,90792,Master's,COMPUTER SCIENCE,7/14/2016,Certified
A-10315-31619,INDIA,H-1B,ABBOTT LABORATORIES,Temecula,CA,69971,Master's,ELECTRICAL AND COMPUTER ENGINEERING,8/2/2016,Certified
A-16063-79670,INDIA,H-1B,ABBOTT LABORATORIES,Albuquerque,NM,91250,Master's,COMPUTER ENGINEERING,8/5/2016,Certified
A-16018-62182,INDIA,H-1B,ABBOTT LABORATORIES,Alta Vista,VA,70574,Master's,PHARMACEUTICAL MANUFACTURING,8/18/2016,Certified
A-16035-69181,INDIA,H-1B,ABBOTT LABORATORIES,Abbott Park,IL,158579,Master's,COMPUTER SCIENCE,9/16/2016,Denied
A-16176-25762,INDONESIA,H-1B,ABBOTT LABORATORIES,Columbus,OH,48693,Master's,FOOD SCIENCE AND TECHNOLOGY,9/21/2016,Certified
A-16158-18171,ITALY,F-1,"ABBOUD ENGINEERING, LLC",Missouri City,TX,66447,Bachelor's,CIVIL ENGINEERING,9/16/2016,Certified
A-16004-56529,BRAZIL,H-1B,ABBVIE INC.,North Chicago,IL,171142,Bachelor's,PHARMACEUTICAL SCIENCES AND BIOCHEMISTRY,6/1/2016,Certified
A-16049-74452,INDIA,H-1B,ABBVIE INC.,NORTH CHICAGO,IL,77064,Master's,GENERAL CHEMISTRY,6/14/2016,Certified
A-16140-11999,INDIA,H-1B,ABBVIE INC.,NORTH CHICAGO,IL,113963,Bachelor's,ENGINEERING,8/1/2016,Certified
A-16148-15552,INDIA,H-1B,ABBVIE INC.,Mettawa,IL,84198,Master's,SOFTWARE ENGINEERING,9/16/2016,Certified
A-16190-30555,INDIA,H-1B,ABBVIE INC.,Buffalo Grove,IL,97115,Bachelor's,ELECTRICAL AND ELECTRONICS ENGINEERING,9/20/2016,Certified
A-16039-70288,TURKEY,H-1B,"ABC & NY CONSTRUCTION, INC.",Brooklyn,NY,72488,Bachelor's,ENGINEERING,6/20/2016,Certified
A-15313-37544,SOUTH KOREA,F-1,ABC CPAS,Los Angeles,CA,47445,Bachelor's,ECONOMICS,6/9/2016,Certified
A-16125-05405,CANADA,H-1B,ABC Group Sales & Engineering,Southfield,MI,99736,Master's,BUSINESS ADMINISTRATION,8/2/2016,Certified
A-10340-36420,TURKEY,H-1B,ABC IMAGING OF WASHINGTON,Kansas City,MO,37107,Bachelor's,BROADCASTING,7/21/2016,Certified
A-16175-25113,VENEZUELA,H-1B,ABC MANAGEMENT SERVICES INC,Miami,FL,81890,Master's,COMMUNICATION & MEDIA,9/20/2016,Certified
A-16055-76502,INDIA,H-1B,"ABC, Inc.",Seattle,WA,177112,Bachelor's,INFORMATION TECHNOLOGY,6/23/2016,Certified
A-16005-57119,INDIA,H-1B,ABENGOA SOLAR LLC,Lakewood,CO,159931,Master's,INDUSTRIAL TECHNOLOGY,7/12/2016,Certified
A-16119-03450,UNITED KINGDOM,H-1B,ABERCROMBIE & FITCH,New Albany,OH,83990,Bachelor's,TEXTILE DESIGN,7/11/2016,Certified
A-16103-96219,UNITED KINGDOM,H-1B,ABERCROMBIE & FITCH,New Albany,OH,83990,Bachelor's,FASHION DESIGN,7/26/2016,Certified
A-16048-73840,INDIA,H-1B,ABERCROMBIE & FITCH MANAGEMENT CO.,New Albany,OH,153878,Bachelor's,COMPUTER SCIENCE,6/23/2016,Certified
A-16193-30977,INDIA,H-1B,ABERCROMBIE & FITCH MANAGEMENT CO.,New Albany,OH,76253,Master's,COMPUTER SCIENCE,9/20/2016,Certified
A-16166-21361,INDIA,H-1B,ABERCROMBIE & FITCH MANAGEMENT CO.,New Albany,OH,102794,Master's,COMPUTER SCIENCE,9/20/2016,Certified
A-16167-22004,INDIA,H-1B,ABERCROMBIE & FITCH MANAGEMENT CO.,New Albany,OH,102794,Bachelor's,ELECTRICAL AND ELECTRONICS ENGINEERING,9/21/2016,Certified
A-16154-16959,INDIA,H-1B,ABERCROMBIE & FITCH MANAGEMENT CO.,New Albany,OH,102794,Bachelor's,ELECTRICAL AND ELECTRONICS ENGINEERING,9/21/2016,Certified
A-15247-14856,CHINA,H-1B,Abeyon LLC,Alexandria,VA,89669,Master's,COMPUTER SCIENCE,8/29/2016,Denied
A-16200-33709,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Bachelor's,BUSINESS ADMINISTRATION AND INFORMATION TECHNOLOGY,9/20/2016,Certified
A-16201-33884,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Master's,COMPUTER SCIENCE,9/20/2016,Certified
A-16197-33171,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Bachelor's,MECHANICAL ENGINEERING,9/20/2016,Certified
A-16200-33377,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Bachelor's,MASTER OF SCIENCE IN COMPUTER SCIENCE,9/20/2016,Certified
A-16196-32699,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Bachelor's,ELECTRICAL AND ELECTRONICS ENGINEERING,9/20/2016,Certified
A-16197-33065,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,93517,Master's,MASTER OF COMPUTER APPLICATION,9/20/2016,Certified
A-16200-33426,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Bachelor's,COMPUTER SCIENCE,9/20/2016,Certified
A-16200-33432,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Bachelor's,ELECTRICAL AND ELECTRONICS ENGINEERING,9/20/2016,Certified
A-16200-33596,INDIA,H-1B,abhra Inc.,MANCHESTER,MO,108056,Master's,COMPUTER SCIENCE (INFORMATION TECHNOLOGY),9/20/2016,Certified
A-16065-80695,CHINA,H-1B,Ability Builders for Children LLC,Bronx,NY,102274,Master's,EDUCATION,6/22/2016,Certified
A-16050-74857,NEPAL,H-1B,"ABNA of Illinois, Inc.",East St. Louis,IL,65229,Master's,CIVIL ENGINEERING,9/16/2016,Certified
A-16144-13347,INDIA,H-1B,ABNR Enterprises LP d/b/a Brickinridge Montessori,Richardson,TX,64000,Master's,ENGLISH,7/28/2016,Certified
A-16180-26747,BRAZIL,H-1B,"ABOARD CARGO SERVICE, INC.",DORAL,FL,61942,Bachelor's,ART EDUCATION - RECEIVED MARKETING DEGREE EDUC. EQUIV. WITH EXP,9/20/2016,Certified
A-16055-76250,INDIA,F-1,"Abon pharmaceuticals, LLC",Northvale,NJ,46862,Master's,CHEMISTRY,6/13/2016,Certified
A-16027-65975,NEW ZEALAND,H-1B,"aboutLife, Inc.",San Francisco,CA,96866,Bachelor's,SOFTWARE ENGINEERING,6/24/2016,Certified
A-16069-82339,CHINA,H-1B,Above Board Electronics,Anaheim,CA,39666,Master's,MBA,6/15/2016,Certified
A-16060-78007,CHINA,H-1B,ABPRO CORPORATION,WOBURN,MA,168667,Master's,FINANCE,6/15/2016,Certified
A-16162-20619,SOUTH KOREA,H-1B,"ABRAHAM LINCOLN UNIVERSITY, INC.",Los Angeles,CA,57616,Bachelor's,COMPUTER SCIENCE,9/21/2016,Certified
A-16119-03551,UNITED KINGDOM,H-1B,Abrasive-Form LLC,BLOOMINGDALE,IL,87568,Other,MECHANICAL AND PRODUCTION ENGINEERING,7/18/2016,Withdrawn
A-16113-00921,BRAZIL,H-1B,Abreu Tours Inc,Orlando,FL,86133,Bachelor's,INTERNATIONAL BUSINESS,7/11/2016,Certified
A-16087-89634,UNITED KINGDOM,H-1B,ABSOLUT ELYX SPIRITS USA LLC,NEW YORK,NY,179774,None,,7/14/2016,Certified
A-16069-82107,JAMAICA,F-1,"Absolute Civil Engineering Solutions, LLC",Davie,FL,57179,Master's,WASTE WATER TREATMENT,6/23/2016,Certified
A-16011-59541,CANADA,H-1B,ABSORPTION SYSTEMS LP,Exton,PA,102544,Doctorate,CHEMISTRY,6/20/2016,Certified
A-16052-75133,CHINA,H-1B,ACACIA COMMUNICATIONS INC,Maynard,MA,186514,Master's,BUSINESS ADMINISTRATION,6/13/2016,Certified
A-16201-34152,INDIA,H-1B,ACACIA COMMUNICATIONS INC,Maynard,MA,115003,Master's,ELECTRICAL AND COMPUTER ENGINEERING,9/23/2016,Certified
A-16188-29507,PAKISTAN,H-1B,ACADEMIC INTERNAL MEDICINE SPECIALISTS,Southfield,MI,46800,Other,MEDICINE,9/22/2016,Certified
A-16203-34915,INDIA,H-1B,ACADEMIC INTERNAL MEDICINE SPECIALISTS,Royal Oak,MI,46800,Other,MEDICINE,9/23/2016,Certified
A-16033-68259,INDIA,H-1B,"ACADEMY, LTD. D/B/A ACADEMY SPORTS AND OUTDOORS",Katy,TX,123178,Master's,ELECTRICAL ENGINEERING,6/3/2016,Certified
A-16126-06090,INDIA,H-1B,"ACADEMY, LTD. D/B/A ACADEMY SPORTS AND OUTDOORS",Katy,TX,123178,Bachelor's,ELECTRICAL ENGINEERING,9/22/2016,Certified
A-16161-19957,INDIA,H-1B,Acadia Center,Hartford,CT,74672,Master's,ENVIRONMENTAL MANAGEMENT,9/21/2016,Certified
A-16028-66327,CHINA,H-1B,ACADIAN ASSET MANAGEMENT LLC,Boston,MA,116272,Master's,OPERATIONS RESEARCH,6/20/2016,Certified
A-16172-23737,SINGAPORE,H-1B,ACADIAN ASSET MANAGEMENT LLC,Boston,MA,54954,Master's,BIOMEDICAL ENGINEERING,9/23/2016,Certified
A-16201-34182,ESTONIA,H-1B,"AcadiaSoft, Inc.",Norwell,MA,93517,Master's,COMPUTER SCIENCE,9/26/2016,Certified
A-16054-76115,LEBANON,H-1B,"ACC CONTRACTORS, INC.",Azusa,CA,43701,Bachelor's,ARCHITECT,8/16/2016,Certified
A-16154-17411,INDIA,H-1B,ACCEL NORTH AMERICA INC,Santa Clara,CA,120349,Bachelor's,COMPUTER INFORMATION SYSTEMS,9/21/2016,Certified
A-16200-33805,INDIA,H-1B,ACCEL NORTH AMERICA INC,Santa Clara,CA,119350,Master's,COMPUTER INFORMATION SYSTEMS,9/26/2016,Certified
A-16083-88460,INDIA,H-1B,"ACCELA, INC.",San Ramon,CA,120965,Bachelor's,MECHANICAL ENGINEERING (US EQUIVALENT TO MECH. ENGINEERING),6/23/2016,Certified
A-15195-97955,INDIA,H-1B,"ACCELA, INC.",San Ramon,CA,126630,Bachelor's,INFORMATION TECHNOLOGY,8/3/2016,Denied
A-16125-05693,CHINA,H-1B,"ACCELA, INC.",San Ramon,CA,143645,Bachelor's,COMPUTER SCI. AND TECH. (US EQUIVALENT TO COMPUTER SCI.),8/3/2016,Certified
A-16168-22602,INDIA,H-1B,"ACCELA, INC.",San Ramon,CA,100689,Master's,COMPUTER SCIENCE,9/1/2016,Withdrawn
A-16104-96561,INDIA,H-1B,ACCELALPHA INC,Bellevue,WA,133806,Bachelor's,BACHELOR OF TECHNOLOGY IN COMPUTER SCIENCE & ENGINEERING,9/13/2016,Certified
A-16055-76321,INDIA,H-1B,"ACCELERANT SOFTWARE, INC.",Foothill Ranch,CA,119725,Bachelor's,ENGINEERING - INFORMATION TECHNOLOGY,6/20/2016,Certified
A-16034-68599,ARGENTINA,F-1,ACCELERATED CONSTRUCTION INC.,Las Vegas,NV,33010,Bachelor's,BUSINESS ADMINISTRATION,6/3/2016,Certified
A-16085-89437,INDIA,H-1B,AccelerEyes LLC,Atlanta,GA,79394,Master's,ELECTRICAL ENGINEERING,9/15/2016,Withdrawn
A-16069-82478,CHINA,H-1B,"ACCELERON PHARMA, INC.",Cambridge,MA,54954,Master's,BIOSTATISTICS,6/22/2016,Certified
A-16054-75737,ALBANIA,H-1B,ACCELIFY SOLUTIONS,BROOKLYN,NY,72010,Bachelor's,COMPUTER INFORMATION SYSTEMS,6/14/2016,Certified
A-16055-76577,INDIA,H-1B,Accelsoir Inc,Herndon,VA,123718,Bachelor's,ENGINEERING (COMPUTER ENGINEERING),7/11/2016,Certified
A-15254-16931,INDIA,H-1B,ACCENTIQA GROUP INC,Alpharetta,GA,130125,Master's,BUSINESS MANAGEMENT,8/29/2016,Denied
A-16040-71138,INDIA,H-1B,ACCENTURE LLP,St. Louis,MO,103002,Bachelor's,BUSINESS ADMINISTRATION,6/20/2016,Certified
A-16056-76970,INDIA,H-1B,ACCENTURE LLP,Austin,TX,76294,Bachelor's,COMPUTER ENGINEERING,6/20/2016,Certified
A-16112-00456,INDIA,H-1B,ACCENTURE LLP,Philadelphia,PA,77147,Bachelor's,ELECTRONIC ENGINEERING,6/24/2016,Withdrawn
A-16060-77939,INDIA,H-1B,ACCENTURE LLP,Philadelphia,PA,81619,Bachelor's,COMPUTER ENGINEERING,7/8/2016,Certified
A-16056-76745,INDIA,H-1B,ACCENTURE LLP,Columbus,OH,89523,Bachelor's,INFORMATION TECHNOLOGY,7/11/2016,Certified
A-16066-80788,INDIA,H-1B,ACCENTURE LLP,Austin,TX,95098,Bachelor's,ELECTRONIC AND ELECTRICAL ENGINEERING,7/13/2016,Certified
A-16082-87901,INDIA,H-1B,ACCENTURE LLP,Chicago,IL,87027,Bachelor's,ELECTRONIC ENGINEERING,7/13/2016,Certified
A-16092-91870,INDIA,H-1B,ACCENTURE LLP,New York,NY,120224,Bachelor's,ELECTRONIC ENGINEERING,7/15/2016,Certified
A-16092-91873,INDIA,H-1B,ACCENTURE LLP,San Jose,CA,89149,Bachelor's,COMPUTER ENGINEERING,7/15/2016,Certified
A-16104-96808,INDIA,H-1B,ACCENTURE LLP,Murray Hill,NJ,87298,Bachelor's,MECHANICAL ENGINEERING,7/22/2016,Certified
A-16103-96038,INDIA,H-1B,ACCENTURE LLP,Austin,TX,95098,Bachelor's,COMPUTER ENGINEERING,7/27/2016,Certified
A-16082-87904,INDIA,H-1B,ACCENTURE LLP,Pittsburgh,PA,76960,Bachelor's,COMPUTER ENGINEERING,7/27/2016,Certified
A-16145-13938,INDIA,H-1B,ACCENTURE LLP,Cincinnati,OH,96782,Bachelor's,COMPUTER ENGINEERING,7/28/2016,Certified
A-16120-04007,INDIA,H-1B,ACCENTURE LLP,El Segundo,CA,104146,Bachelor's,BACHELOR OF ENGINEERING,8/1/2016,Certified
A-16103-96168,INDIA,H-1B,ACCENTURE LLP,San Francisco,CA,113963,Master's,ELECTRICAL ENGINEERING,9/13/2016,Certified
A-16116-01547,INDIA,H-1B,ACCENTURE LLP,Denver,CO,96678,Bachelor's,ELECTRONIC ENGINEERING,9/22/2016,Certified
A-16113-00727,INDIA,H-1B,ACCENTURE LLP,Florham Park,NJ,111488,Bachelor's,COMPUTER ENGINEERING,9/22/2016,Certified
A-16117-01841,INDIA,H-1B,ACCENTURE LLP,Hartford,CT,91062,Master's,COMPUTER INFORMATION SYSTEMS,9/22/2016,Certified
A-16105-97409,INDIA,H-1B,ACCENTURE LLP,Boston,MA,93517,Bachelor's,COMPUTER ENGINEERING,9/22/2016,Certified
A-16111-99835,INDIA,H-1B,ACCENTURE LLP,Minneapolis,MN,92685,Bachelor's,ELECTRONIC ENGINEERING,9/22/2016,Certified
A-16159-18655,INDIA,H-1B,ACCENTURE LLP,St. Petersburg,FL,90230,Bachelor's,COMPUTER ENGINEERING,9/22/2016,Certified
A-16112-00053,INDIA,H-1B,ACCENTURE LLP,Austin,TX,95098,Master's,COMPUTER ENGINEERING,9/22/2016,Certified
A-16113-00748,INDIA,H-1B,ACCENTURE LLP,Houston,TX,82618,Bachelor's,MECHANICAL ENGINEERING,9/22/2016,Certified
A-16109-98332,INDIA,H-1B,ACCENTURE LLP,Florham Park,NJ,108139,Bachelor's,INFORMATION TECHNOLOGY,9/22/2016,Certified
A-16105-97196,INDIA,H-1B,ACCENTURE LLP,San Francisco,CA,113963,Bachelor's,ELECTRONIC ENGINEERING,9/22/2016,Certified
A-16106-98048,INDIA,H-1B,ACCENTURE LLP,Austin,TX,63294,Bachelor's,ELECTRICAL ENGINEERING,9/22/2016,Certified
A-16202-34232,INDIA,H-1B,ACCENTURE LLP,Indianapolis,IN,109450,Master's,COMPUTER INFORMATION SYSTEMS,9/23/2016,Certified
A-16202-34230,CHINA,H-1B,ACCENTURE LLP,King of Prussia,PA,77147,Bachelor's,HUMAN RESOURCE MANAGEMENT,9/23/2016,Certified
A-16204-35003,INDIA,H-1B,ACCENTURE LLP,Raleigh,NC,73798,Bachelor's,BUSINESS ADMINISTRATION,9/23/2016,Certified
A-16197-32937,INDIA,H-1B,ACCENTURE LLP,Chicago,IL,69971,Bachelor's,ELECTRONIC ENGINEERING,9/23/2016,Certified
A-16207-35459,INDIA,H-1B,ACCENTURE LLP,San Francisco,CA,117603,Bachelor's,ELECTRONIC ENGINEERING,9/23/2016,Certified
A-16197-32961,INDIA,H-1B,ACCENTURE LLP,Houston,TX,113464,Bachelor's,COMMERCE,9/23/2016,Certified
A-16197-32938,INDIA,H-1B,ACCENTURE LLP,San Francisco,CA,117603,Bachelor's,COMPUTER ENGINEERING,9/23/2016,Certified
A-16172-23780,INDIA,H-1B,ACCENTURE LLP,Houston,TX,82618,Bachelor's,ELECTRONIC ENGINEERING,9/26/2016,Certified
